Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
i8,2012,Middle East,White,Petrol,Manual,4.5,39694,104003,7152,High
M5,2021,Africa,Silver,Electric,Automatic,3.5,163503,112825,2152,Low
7 Series,2015,Asia,Black,Hybrid,Manual,1.8,44455,85237,8880,High
X1,2014,Asia,White,Petrol,Automatic,1.7,198075,101041,6347,Low
M3,2017,Europe,Blue,Diesel,Automatic,3.3,132802,113909,8067,High
M3,2015,Middle East,White,Diesel,Automatic,2.1,29951,103013,2127,Low
X5,2019,North America,Silver,Diesel,Manual,2.5,45634,72106,9277,High
X3,2018,North America,Grey,Electric,Manual,2.9,181529,93042,649,Low
M3,2013,Middle East,Red,Electric,Automatic,3.3,457,81944,5865,Low
X3,2018,Asia,White,Hybrid,Automatic,3.2,189436,70001,6927,Low
M3,2012,Europe,White,Electric,Automatic,1.8,41741,98868,9607,High
M3,2023,Europe,Red,Electric,Automatic,4.5,192777,99764,1875,Low
3 Series,2010,Middle East,Black,Diesel,Automatic,3.5,181962,78546,9745,High
5 Series,2012,Europe,Red,Diesel,Manual,4.2,34765,96027,815,Low
X3,2013,Africa,Grey,Petrol,Manual,1.6,54338,106840,4203,Low
i3,2022,South America,Black,Petrol,Manual,4.2,58629,109510,2641,Low
M5,2017,North America,Black,Electric,Manual,3.4,146553,107547,7314,High
7 Series,2024,Europe,Blue,Diesel,Automatic,4.1,122096,107836,2277,Low
M5,2012,South America,Black,Diesel,Manual,4.3,178133,109694,5035,Low
7 Series,2024,North America,Red,Electric,Manual,3.1,1079,79734,1686,Low
3 Series,2016,North America,Grey,Petrol,Manual,2.4,90212,110803,1193,Low
i3,2017,Asia,Red,Diesel,Manual,3.8,187306,94713,8513,High
M5,2023,South America,Red,Diesel,Automatic,4.6,139962,83231,6441,Low
7 Series,2010,Middle East,Red,Hybrid,Manual,4.2,195444,119315,6942,Low
X5,2012,North America,Blue,Hybrid,Automatic,4.4,143183,81068,5024,Low
X1,2012,Europe,Grey,Electric,Manual,2.9,199773,85815,2384,Low
i3,2024,Europe,Red,Electric,Manual,3.0,167351,106258,2172,Low
3 Series,2023,Africa,Black,Diesel,Manual,3.5,158471,104549,3421,Low
X5,2015,North America,Silver,Diesel,Automatic,2.5,121318,80314,4732,Low
5 Series,2023,Asia,Black,Diesel,Manual,4.4,42764,94453,4025,Low
M5,2020,North America,Grey,Hybrid,Manual,3.5,79524,78755,7747,High
X3,2018,Europe,Silver,Electric,Automatic,4.5,197464,82593,9673,High
X3,2023,Europe,Red,Electric,Manual,2.3,58316,79761,2880,Low
X5,2012,South America,Blue,Petrol,Manual,3.8,123592,98217,9495,High
X6,2021,Middle East,Red,Petrol,Manual,2.9,98727,115666,9278,High
i8,2021,Africa,Silver,Diesel,Automatic,2.9,199753,91406,4654,Low
X5,2014,South America,Black,Petrol,Automatic,2.1,10331,105982,4670,Low
3 Series,2016,Middle East,Blue,Diesel,Automatic,4.8,73105,109457,4396,Low
X5,2010,Europe,Grey,Diesel,Automatic,3.7,23249,77288,1196,Low
M3,2012,Asia,Black,Electric,Manual,4.3,39656,115056,4148,Low
X6,2022,Africa,Silver,Hybrid,Manual,3.6,2183,76599,6215,Low
X1,2015,Africa,Black,Hybrid,Automatic,4.1,16570,98186,9718,High
X1,2019,Middle East,White,Petrol,Automatic,3.2,151391,105457,5595,Low
X3,2012,Asia,Silver,Petrol,Automatic,3.5,125420,93404,3081,Low
7 Series,2013,Middle East,White,Hybrid,Automatic,1.7,112898,115110,1063,Low
7 Series,2020,Europe,Grey,Diesel,Manual,2.5,102966,70756,8484,High
7 Series,2022,Asia,White,Petrol,Automatic,4.1,110192,83868,9064,High
i3,2021,Middle East,Grey,Hybrid,Manual,3.2,175614,110134,4328,Low
5 Series,2024,Asia,Grey,Electric,Automatic,2.9,106891,101846,8982,High
i3,2020,Africa,Grey,Electric,Automatic,3.0,17928,78331,9561,High
i8,2010,Middle East,Grey,Electric,Manual,2.2,121294,94071,3937,Low
5 Series,2016,Africa,Black,Hybrid,Automatic,3.6,171391,81361,4037,Low
5 Series,2014,Asia,Blue,Diesel,Manual,5.0,40364,90763,2834,Low
i8,2018,Middle East,Silver,Petrol,Manual,3.3,52822,85755,2599,Low
X5,2011,South America,Silver,Petrol,Automatic,2.2,191258,70084,8235,High
X6,2022,Europe,Black,Hybrid,Manual,3.6,193760,78393,8644,High
M3,2011,South America,Grey,Electric,Manual,3.1,91252,92301,4313,Low
M3,2020,North America,Grey,Hybrid,Automatic,4.5,172488,100999,3246,Low
X3,2017,North America,White,Petrol,Automatic,2.5,80455,109628,1917,Low
X1,2012,South America,Blue,Hybrid,Manual,3.2,28288,89554,9233,High
M5,2010,Africa,Red,Diesel,Automatic,2.3,117321,93060,1202,Low
X6,2014,Europe,Blue,Diesel,Automatic,1.9,136145,95141,3887,Low
X3,2018,Europe,Black,Electric,Manual,3.6,120797,81629,8261,High
X1,2016,North America,Red,Petrol,Automatic,4.1,11353,96552,4519,Low
3 Series,2018,Europe,Black,Petrol,Manual,3.1,135580,104998,6610,Low
X1,2010,South America,Red,Electric,Automatic,2.0,17916,118608,8755,High
X3,2024,Middle East,Blue,Petrol,Automatic,2.5,105585,100717,9287,High
X5,2016,North America,Grey,Petrol,Automatic,3.3,64371,74315,4069,Low
5 Series,2024,Middle East,Blue,Petrol,Automatic,3.0,22754,76179,6276,Low
3 Series,2010,North America,Red,Petrol,Automatic,1.8,130745,101416,4889,Low
X5,2023,South America,Blue,Electric,Manual,3.4,51590,96921,2352,Low
i3,2020,Europe,Black,Hybrid,Automatic,2.7,66667,101589,656,Low
X3,2024,Europe,Black,Diesel,Manual,3.9,10409,83493,3638,Low
X3,2015,Asia,Silver,Electric,Automatic,2.7,113688,94801,1159,Low
M3,2019,Europe,Silver,Diesel,Manual,2.7,118533,80663,351,Low
i8,2024,Europe,Red,Diesel,Automatic,1.5,29761,79850,1138,Low
3 Series,2014,South America,Blue,Electric,Automatic,3.7,141694,70530,1884,Low
X1,2012,Middle East,Red,Electric,Manual,4.3,147686,96132,1079,Low
X6,2019,Europe,Red,Petrol,Manual,2.5,67085,106121,9296,High
X5,2011,South America,Silver,Electric,Manual,1.9,126851,92356,4984,Low
i8,2010,North America,Blue,Hybrid,Manual,1.6,147234,99999,5340,Low
7 Series,2011,Middle East,Black,Hybrid,Automatic,3.4,50298,81976,874,Low
X5,2015,Europe,White,Petrol,Automatic,1.5,12010,111731,1935,Low
i8,2021,North America,Black,Hybrid,Automatic,2.5,109542,96238,5634,Low
X5,2014,Asia,White,Electric,Manual,4.7,139575,108370,528,Low
X6,2023,North America,White,Petrol,Manual,2.5,39363,119909,598,Low
5 Series,2013,North America,Red,Electric,Automatic,3.0,112887,86591,5010,Low
i8,2023,Africa,Black,Petrol,Manual,2.2,91513,88147,6226,Low
X1,2013,South America,Silver,Petrol,Automatic,2.0,105607,94035,5959,Low
M3,2019,Europe,Blue,Diesel,Manual,4.3,70571,86117,4206,Low
7 Series,2022,Europe,Blue,Petrol,Automatic,3.4,109821,82463,1265,Low
X3,2014,South America,Black,Electric,Manual,2.8,41604,117888,8075,High
i3,2012,South America,Grey,Hybrid,Automatic,2.1,192523,76189,7104,High
7 Series,2022,Middle East,Blue,Diesel,Automatic,4.5,72958,81322,4275,Low
X5,2018,North America,White,Petrol,Automatic,2.3,22722,115513,1504,Low
X1,2020,North America,Grey,Hybrid,Automatic,2.7,171756,109438,1848,Low
i8,2019,Middle East,Blue,Diesel,Manual,2.2,1312,117926,7015,High
5 Series,2011,Middle East,Black,Diesel,Automatic,3.3,40396,110593,3073,Low
7 Series,2022,South America,Silver,Petrol,Automatic,4.2,95213,95100,4121,Low
X1,2024,Europe,Silver,Hybrid,Manual,2.9,184977,97747,4025,Low
M5,2021,South America,Grey,Petrol,Automatic,3.5,107929,104232,736,Low
M5,2013,Africa,Red,Petrol,Manual,3.9,59398,109924,1760,Low
M3,2014,North America,White,Petrol,Automatic,3.1,70528,78728,8304,High
M3,2014,South America,Red,Petrol,Automatic,3.1,30091,82963,9032,High
M5,2011,Asia,Silver,Petrol,Automatic,2.6,181349,111373,8811,High
5 Series,2024,North America,Silver,Electric,Manual,4.5,26192,90051,5470,Low
i3,2012,Africa,Silver,Electric,Manual,3.7,96126,83051,9954,High
5 Series,2012,Middle East,Blue,Diesel,Automatic,4.3,86481,76436,6705,Low
X6,2015,North America,Blue,Electric,Manual,2.5,65046,70118,2339,Low
3 Series,2018,South America,Blue,Hybrid,Manual,4.5,131034,93622,7302,High
X3,2010,Asia,Blue,Diesel,Manual,4.0,12598,78345,6481,Low
X6,2015,South America,White,Hybrid,Manual,5.0,151054,109213,4462,Low
5 Series,2015,Asia,Grey,Hybrid,Automatic,2.2,19684,97596,4254,Low
3 Series,2015,Europe,Red,Hybrid,Manual,3.2,112658,81725,8348,High
i8,2011,Middle East,Black,Diesel,Automatic,2.7,108763,99951,8030,High
X6,2014,Asia,White,Petrol,Automatic,2.9,11747,113065,1453,Low
M3,2010,Africa,Blue,Electric,Manual,2.4,128403,72852,835,Low
X5,2018,North America,Grey,Hybrid,Manual,1.9,9602,84718,7493,High
i3,2012,South America,Black,Electric,Manual,3.3,76839,86619,8436,High
X5,2024,Africa,Red,Hybrid,Manual,2.6,145931,115382,5778,Low
X1,2012,South America,Grey,Diesel,Automatic,3.8,173232,83412,5342,Low
i3,2022,Europe,Grey,Electric,Manual,3.8,108816,105560,5261,Low
7 Series,2024,Asia,White,Hybrid,Automatic,3.6,44054,93399,4364,Low
M3,2014,Middle East,Black,Diesel,Automatic,4.5,147110,99512,7349,High
X3,2023,South America,Red,Diesel,Automatic,3.3,198938,91248,6621,Low
i8,2020,Europe,Black,Diesel,Manual,4.6,117432,70255,3852,Low
M5,2016,Europe,Silver,Electric,Automatic,4.0,67705,82567,4974,Low
M5,2012,South America,Silver,Petrol,Manual,4.6,113985,107238,5663,Low
X5,2016,Middle East,White,Petrol,Automatic,3.6,37664,111903,3199,Low
X1,2019,Asia,White,Hybrid,Automatic,2.3,102652,92416,2216,Low
X5,2015,South America,White,Hybrid,Manual,3.3,26831,99860,3222,Low
3 Series,2014,Asia,Blue,Hybrid,Automatic,4.3,38840,73661,7639,High
M3,2013,Africa,Blue,Diesel,Manual,4.3,58552,80533,8905,High
X5,2022,North America,White,Hybrid,Automatic,5.0,164797,104705,5375,Low
7 Series,2021,Asia,Black,Diesel,Automatic,1.8,19751,83695,5326,Low
M5,2012,Asia,Black,Hybrid,Manual,4.4,180014,84088,7708,High
M5,2018,Africa,Silver,Petrol,Automatic,2.0,54499,102042,3657,Low
M5,2024,Asia,White,Petrol,Manual,1.8,100784,86001,1314,Low
M5,2013,Middle East,Grey,Electric,Automatic,4.9,73780,87001,5556,Low
X1,2021,Asia,Red,Diesel,Automatic,4.7,62232,117391,3827,Low
i8,2018,Africa,Red,Electric,Automatic,4.7,22574,95254,694,Low
M3,2013,Asia,Black,Diesel,Manual,3.8,20806,107095,8880,High
M3,2022,Middle East,Grey,Diesel,Manual,3.7,186639,115279,4523,Low
7 Series,2024,North America,Blue,Petrol,Automatic,2.8,90404,108662,558,Low
M5,2024,Middle East,Black,Electric,Automatic,2.0,6521,104658,3491,Low
M3,2016,South America,Silver,Hybrid,Automatic,4.4,76198,106965,8339,High
X1,2016,Africa,White,Electric,Automatic,3.4,88013,79256,5877,Low
X5,2017,North America,Silver,Hybrid,Automatic,1.7,91831,115867,1317,Low
M5,2023,South America,White,Petrol,Manual,3.8,70488,104487,5356,Low
M5,2018,Europe,Grey,Diesel,Automatic,3.1,100212,117131,8404,High
i8,2019,Africa,Grey,Diesel,Automatic,3.4,147565,108484,1696,Low
i8,2016,Middle East,Black,Diesel,Automatic,2.5,113276,94762,5068,Low
M5,2012,Asia,Grey,Electric,Manual,4.3,104919,108708,8776,High
M5,2018,Europe,Grey,Diesel,Manual,2.9,141920,74204,2770,Low
X5,2014,Africa,Black,Petrol,Manual,2.4,155117,77844,149,Low
X3,2013,North America,Red,Hybrid,Manual,4.9,173158,90223,912,Low
5 Series,2018,Europe,Red,Petrol,Manual,1.9,142717,106460,5911,Low
X6,2015,South America,Red,Petrol,Automatic,2.5,111310,91011,9387,High
i8,2020,Africa,White,Diesel,Manual,4.6,15945,86178,3059,Low
X3,2016,Asia,Red,Electric,Manual,2.6,134222,98493,1024,Low
5 Series,2015,South America,Silver,Diesel,Manual,3.2,67420,102774,4252,Low
X6,2017,Africa,Blue,Hybrid,Manual,4.2,169279,111227,1734,Low
X6,2023,North America,White,Petrol,Manual,4.7,15887,111565,767,Low
M5,2010,Asia,Red,Diesel,Manual,1.7,92468,82461,5255,Low
X6,2020,South America,Red,Diesel,Manual,1.7,59025,83771,5496,Low
3 Series,2016,Africa,Grey,Diesel,Automatic,2.7,79703,99164,7431,High
3 Series,2016,North America,Black,Electric,Manual,3.3,160198,74010,870,Low
i3,2014,Africa,Silver,Electric,Automatic,2.9,197638,112658,4649,Low
X1,2014,North America,Red,Diesel,Manual,4.6,83027,95909,4304,Low
X1,2016,Africa,Black,Hybrid,Automatic,3.3,196499,96763,4125,Low
7 Series,2015,Africa,Grey,Electric,Automatic,2.1,188792,106437,8760,High
5 Series,2013,North America,Blue,Diesel,Manual,3.0,83414,81681,2339,Low
3 Series,2012,Asia,White,Hybrid,Manual,3.2,65294,86790,9593,High
i3,2021,Europe,Grey,Electric,Automatic,2.1,164430,98909,1385,Low
M3,2019,Africa,Silver,Diesel,Manual,4.0,134490,109556,1358,Low
X1,2019,North America,Grey,Electric,Automatic,2.8,183929,81960,2240,Low
5 Series,2015,Europe,White,Hybrid,Automatic,2.5,184763,100497,6157,Low
X6,2017,Middle East,Black,Diesel,Automatic,2.2,118555,74205,7714,High
7 Series,2022,North America,Grey,Electric,Automatic,1.6,137480,93482,4848,Low
M5,2015,Africa,Blue,Electric,Manual,4.1,89763,80705,667,Low
M5,2011,Asia,Grey,Diesel,Manual,2.9,40698,84524,1356,Low
M3,2011,Europe,Black,Diesel,Automatic,3.3,122294,74594,653,Low
i8,2012,Europe,Grey,Petrol,Manual,3.4,46504,108019,5957,Low
3 Series,2023,South America,Grey,Hybrid,Automatic,4.9,76793,75084,4446,Low
M5,2023,Europe,Red,Diesel,Manual,2.9,173674,90862,4308,Low
5 Series,2022,Middle East,White,Petrol,Manual,3.1,34783,97371,2377,Low
X5,2022,Asia,Black,Petrol,Automatic,2.7,186555,73064,114,Low
X6,2015,Asia,Grey,Hybrid,Manual,4.4,143671,117759,3741,Low
3 Series,2021,Middle East,Grey,Electric,Automatic,2.2,177939,73065,6686,Low
X3,2019,Europe,White,Electric,Manual,2.4,57138,109787,3908,Low
X6,2022,South America,Grey,Electric,Manual,3.1,99793,83514,7576,High
X5,2020,Europe,Grey,Diesel,Automatic,4.6,4785,105511,4521,Low
M5,2020,Europe,White,Petrol,Automatic,4.7,132294,74753,287,Low
7 Series,2014,North America,Grey,Hybrid,Automatic,3.8,174167,81315,6560,Low
M3,2010,Middle East,White,Electric,Manual,2.8,197973,117120,8586,High
5 Series,2011,Africa,Silver,Petrol,Manual,4.1,189331,71891,4409,Low
M3,2019,North America,Silver,Electric,Automatic,2.5,180122,108519,4466,Low
X3,2022,Middle East,Grey,Diesel,Automatic,3.6,4351,72289,2014,Low
3 Series,2018,Europe,Blue,Diesel,Manual,4.8,158328,119319,3289,Low
i8,2010,Europe,Black,Diesel,Automatic,2.7,162837,74133,5569,Low
7 Series,2012,North America,Black,Hybrid,Manual,4.2,137250,96437,632,Low
X5,2012,Europe,Black,Diesel,Manual,4.1,123177,112918,1006,Low
3 Series,2022,Middle East,Black,Petrol,Automatic,4.7,39628,114920,5105,Low
X5,2024,Africa,Blue,Petrol,Automatic,4.5,85723,75554,9841,High
i8,2012,Asia,Grey,Hybrid,Automatic,3.9,72188,98493,5329,Low
3 Series,2018,Europe,Red,Diesel,Manual,2.9,113015,114475,8392,High
i3,2022,North America,Blue,Diesel,Automatic,3.2,98067,111104,3299,Low
i3,2011,Asia,Grey,Electric,Manual,2.4,96790,110885,1883,Low
X3,2013,Middle East,Grey,Hybrid,Manual,4.0,26831,110622,5290,Low
i3,2022,Europe,Grey,Petrol,Automatic,2.8,97344,78271,4975,Low
X6,2014,Asia,Silver,Diesel,Automatic,4.7,162098,104023,9098,High
3 Series,2012,South America,Red,Electric,Manual,4.0,130503,117208,1694,Low
M5,2019,South America,White,Petrol,Manual,3.2,112555,112697,2546,Low
X6,2024,Africa,Black,Diesel,Automatic,3.0,176358,82322,1652,Low
X6,2010,Africa,Grey,Hybrid,Manual,2.1,160271,114924,3508,Low
3 Series,2017,Africa,Black,Hybrid,Automatic,3.8,165497,92226,7952,High
3 Series,2017,Asia,Silver,Hybrid,Manual,1.5,148536,103640,6643,Low
7 Series,2013,Africa,Blue,Diesel,Manual,4.8,167008,100253,7387,High
i3,2021,Africa,Red,Hybrid,Automatic,3.3,107283,105994,4500,Low
M3,2011,South America,Blue,Hybrid,Manual,2.6,25317,111511,3840,Low
i3,2023,Africa,White,Diesel,Manual,4.9,153439,88086,4500,Low
5 Series,2018,South America,Red,Electric,Manual,1.6,145073,87243,9970,High
i3,2019,Europe,Blue,Hybrid,Manual,1.6,116875,109860,687,Low
X6,2018,Middle East,Red,Petrol,Automatic,4.5,81265,77962,1705,Low
X1,2014,South America,Red,Electric,Automatic,4.6,105918,82199,4067,Low
i3,2019,South America,Silver,Hybrid,Manual,3.9,119457,105935,2018,Low
X6,2023,North America,White,Hybrid,Manual,2.1,163856,94123,4846,Low
X3,2015,Middle East,Black,Petrol,Manual,4.3,95317,74271,1268,Low
X1,2016,South America,Black,Hybrid,Manual,2.3,144804,96871,7279,High
7 Series,2021,North America,Silver,Hybrid,Automatic,4.0,115542,83591,5004,Low
X3,2024,Europe,Blue,Petrol,Manual,2.4,46826,118246,9323,High
X1,2019,Africa,White,Electric,Manual,3.1,133401,115277,8639,High
M3,2023,Africa,Blue,Petrol,Manual,1.8,44463,104309,5411,Low
X5,2021,Middle East,Black,Petrol,Automatic,3.6,101671,116306,7002,High
i8,2016,North America,Blue,Petrol,Manual,2.9,189229,103129,9564,High
M3,2021,Africa,Silver,Electric,Manual,2.5,79426,82037,9199,High
M3,2022,Asia,Blue,Hybrid,Automatic,4.2,81751,72716,115,Low
M5,2016,South America,Blue,Petrol,Automatic,4.2,7770,98565,1173,Low
X1,2010,Africa,Blue,Petrol,Manual,2.8,115043,98127,7936,High
i3,2016,North America,Silver,Diesel,Manual,3.8,143082,99251,2414,Low
3 Series,2018,Asia,Black,Hybrid,Automatic,4.3,36317,110382,1686,Low
M5,2017,Africa,Red,Electric,Manual,4.5,135377,101934,5126,Low
X6,2022,Europe,Silver,Electric,Automatic,4.5,173048,116208,8463,High
M5,2012,Africa,Silver,Diesel,Manual,3.0,94695,111847,3752,Low
7 Series,2022,South America,Silver,Diesel,Manual,5.0,34955,89670,7209,High
i3,2015,Middle East,Black,Electric,Automatic,2.7,112798,70981,7521,High
X3,2019,Europe,Grey,Diesel,Automatic,1.8,126107,119776,9655,High
7 Series,2020,Europe,Blue,Diesel,Automatic,4.1,61039,116136,3596,Low
i3,2013,Middle East,Silver,Hybrid,Automatic,4.1,109667,73610,3026,Low
X1,2012,Africa,Blue,Electric,Manual,1.7,90393,116196,2625,Low
5 Series,2013,Middle East,White,Diesel,Manual,4.4,164364,99220,7580,High
i8,2012,Africa,Grey,Diesel,Automatic,4.2,185809,115908,5614,Low
M5,2022,Asia,Grey,Electric,Manual,4.8,108010,80451,4358,Low
i3,2019,Asia,Red,Electric,Automatic,2.4,4727,100822,7819,High
3 Series,2020,South America,Red,Hybrid,Manual,3.1,168557,101606,4948,Low
M3,2020,South America,Silver,Electric,Automatic,1.9,163192,93635,7864,High
X1,2022,Middle East,Red,Petrol,Automatic,2.6,44386,94660,3359,Low
M5,2015,Africa,Black,Diesel,Manual,3.2,90621,112683,2366,Low
i8,2022,Europe,White,Hybrid,Manual,2.5,103661,70607,9771,High
X3,2016,Europe,Blue,Hybrid,Manual,3.6,86970,113587,4984,Low
X1,2013,South America,Black,Petrol,Automatic,3.1,199262,104236,3091,Low
i8,2012,Europe,Red,Petrol,Manual,2.4,164161,77749,7189,High
5 Series,2012,Europe,Blue,Diesel,Manual,3.7,84053,93024,7104,High
3 Series,2020,South America,Black,Hybrid,Automatic,5.0,95757,102254,1751,Low
X3,2020,Middle East,Black,Hybrid,Manual,3.7,162414,95148,9108,High
M5,2023,Europe,Blue,Hybrid,Automatic,4.4,169028,71242,4603,Low
X1,2024,North America,White,Hybrid,Automatic,3.5,98767,106304,2327,Low
7 Series,2017,Europe,Grey,Electric,Manual,4.8,102381,100293,6747,Low
3 Series,2016,North America,Blue,Hybrid,Manual,3.7,55518,98335,8992,High
3 Series,2012,Asia,Blue,Hybrid,Manual,2.7,113296,75176,3811,Low
X3,2012,Middle East,Black,Diesel,Manual,4.8,163558,116111,5472,Low
5 Series,2014,Asia,Black,Diesel,Automatic,2.0,95258,96579,1008,Low
7 Series,2014,Middle East,Red,Diesel,Manual,4.1,116887,86090,6260,Low
X6,2015,Europe,Grey,Electric,Automatic,2.4,187317,76040,2226,Low
i8,2016,Europe,White,Petrol,Automatic,3.5,13410,104205,672,Low
M5,2011,Asia,White,Hybrid,Automatic,3.5,110149,89647,8976,High
X6,2019,South America,Blue,Electric,Manual,3.6,70813,105532,1806,Low
M5,2010,Asia,White,Hybrid,Manual,3.3,60469,83399,3248,Low
M3,2024,North America,Blue,Hybrid,Automatic,3.7,183482,90615,527,Low
X5,2016,Asia,Red,Petrol,Manual,3.8,42163,71577,1114,Low
i8,2018,Europe,Blue,Electric,Manual,2.5,188692,80740,4529,Low
X6,2020,Asia,Silver,Diesel,Automatic,1.6,197819,78982,5569,Low
7 Series,2024,South America,Black,Diesel,Manual,2.1,10875,80831,2990,Low
5 Series,2016,Asia,Grey,Petrol,Automatic,2.1,97455,117327,4162,Low
X6,2012,South America,Silver,Petrol,Manual,2.1,4047,104619,365,Low
5 Series,2020,South America,Red,Hybrid,Manual,2.4,92737,102706,2110,Low
M3,2023,Middle East,Blue,Petrol,Automatic,2.2,92805,85961,7019,High
X1,2020,Asia,Silver,Diesel,Automatic,2.8,57838,91415,6939,Low
X6,2021,Africa,Silver,Electric,Manual,3.8,30530,77354,343,Low
M5,2016,Middle East,Red,Electric,Manual,3.9,51272,77392,3678,Low
X3,2010,North America,Blue,Petrol,Manual,2.2,39188,95006,3417,Low
i8,2021,Asia,White,Diesel,Automatic,2.0,103844,89339,3020,Low
3 Series,2013,Europe,White,Hybrid,Manual,3.1,131232,80252,1953,Low
X1,2018,Europe,Black,Electric,Automatic,2.0,32371,113254,7768,High
7 Series,2017,Middle East,Silver,Electric,Manual,4.3,110336,87094,1994,Low
M5,2024,Europe,Blue,Hybrid,Manual,1.8,17017,94178,6776,Low
5 Series,2020,North America,White,Petrol,Automatic,4.1,81260,92165,5582,Low
X5,2017,North America,Red,Electric,Manual,3.7,28211,118999,3452,Low
7 Series,2021,Europe,Grey,Diesel,Automatic,2.6,120296,88201,3398,Low
7 Series,2013,Asia,Red,Petrol,Automatic,4.6,56105,83680,8206,High
i3,2020,Europe,Silver,Petrol,Automatic,3.2,89837,115554,6278,Low
i8,2021,North America,White,Petrol,Manual,4.2,180659,100475,6116,Low
5 Series,2020,North America,White,Electric,Automatic,3.1,4909,89507,4561,Low
X3,2023,Asia,White,Electric,Manual,2.8,22317,86419,5225,Low
X3,2016,Europe,White,Petrol,Manual,4.1,107986,94838,9229,High
M5,2019,Asia,Black,Petrol,Manual,4.5,57240,115259,2960,Low
M5,2019,Middle East,Grey,Hybrid,Manual,4.5,64610,81178,6481,Low
3 Series,2016,Asia,Grey,Hybrid,Manual,2.5,124606,83749,6742,Low
7 Series,2021,North America,Red,Electric,Automatic,4.3,179122,74811,264,Low
M3,2022,Africa,White,Electric,Manual,1.8,63983,72743,1791,Low
M5,2021,South America,Red,Hybrid,Manual,2.6,84053,83689,3075,Low
X5,2024,North America,Silver,Electric,Manual,3.6,112915,119416,6146,Low
3 Series,2011,Middle East,Red,Hybrid,Manual,3.9,168621,89312,6500,Low
M3,2017,Asia,Black,Electric,Automatic,4.7,24850,76559,554,Low
5 Series,2021,Asia,Grey,Electric,Automatic,3.8,124585,72820,9975,High
X3,2018,Middle East,Silver,Hybrid,Automatic,4.7,195360,88508,2364,Low
X6,2014,Asia,Grey,Electric,Manual,3.4,86122,114063,6365,Low
X1,2019,Africa,Silver,Petrol,Automatic,2.9,122492,97083,8313,High
X1,2010,Asia,Black,Petrol,Automatic,4.0,52984,74778,4140,Low
X3,2019,Asia,Blue,Hybrid,Automatic,4.1,83331,82000,2737,Low
X3,2012,Europe,Silver,Hybrid,Manual,4.1,18702,82159,1409,Low
M5,2011,Europe,Red,Petrol,Automatic,4.2,175389,108748,7817,High
3 Series,2020,Europe,Silver,Electric,Automatic,4.5,107302,103252,8464,High
M3,2023,Europe,Blue,Petrol,Manual,3.5,195882,76081,8344,High
X6,2013,Europe,Grey,Electric,Automatic,4.2,32619,94664,7067,High
i3,2021,Africa,Red,Hybrid,Manual,3.9,111377,93540,6181,Low
5 Series,2022,South America,Silver,Petrol,Automatic,3.4,19757,104650,6783,Low
M5,2015,Africa,Silver,Electric,Manual,1.7,46414,96140,869,Low
X5,2022,North America,Grey,Petrol,Manual,1.9,59107,85796,5673,Low
3 Series,2016,Middle East,White,Petrol,Manual,4.1,45244,72175,2189,Low
X5,2024,Middle East,Black,Electric,Automatic,2.1,11102,82925,7037,High
5 Series,2018,South America,Blue,Hybrid,Manual,4.5,76274,84983,8117,High
M3,2014,Europe,Blue,Diesel,Manual,3.6,39376,75120,2827,Low
5 Series,2024,Middle East,Silver,Hybrid,Automatic,4.8,6250,84474,2840,Low
i8,2023,Europe,Black,Petrol,Manual,4.0,126424,115686,9223,High
7 Series,2017,Asia,White,Diesel,Manual,2.3,139298,70242,4222,Low
i8,2023,Europe,Silver,Electric,Manual,2.5,97483,100589,4485,Low
i3,2010,Middle East,Blue,Electric,Automatic,2.2,101350,70092,2539,Low
3 Series,2017,Africa,Black,Petrol,Manual,2.2,74573,110190,5675,Low
X5,2023,North America,Red,Hybrid,Automatic,3.6,177415,76267,2703,Low
X5,2022,Europe,Grey,Diesel,Automatic,4.7,87085,102522,4041,Low
X1,2020,Europe,Black,Diesel,Manual,1.9,107252,115678,5732,Low
i8,2024,Asia,Grey,Petrol,Automatic,4.8,52480,104187,3241,Low
7 Series,2021,Asia,Black,Electric,Automatic,3.4,172098,93947,7498,High
X5,2019,South America,Black,Electric,Automatic,3.1,149360,79218,4920,Low
3 Series,2014,North America,White,Electric,Manual,3.2,114813,79606,9625,High
i3,2018,Asia,Black,Hybrid,Manual,4.7,119199,110873,7918,High
3 Series,2010,North America,Silver,Hybrid,Automatic,3.5,93638,101194,9292,High
7 Series,2010,Europe,Silver,Electric,Automatic,4.2,66493,84143,4452,Low
X5,2015,Middle East,Red,Petrol,Manual,2.1,38232,108196,9299,High
M3,2010,North America,Blue,Hybrid,Manual,3.8,150020,78553,8606,High
X5,2022,North America,Grey,Petrol,Manual,2.5,73414,117442,6652,Low
X6,2018,North America,Black,Petrol,Manual,4.2,56302,107136,6551,Low
X5,2017,South America,Black,Diesel,Automatic,2.9,86882,78828,8067,High
X6,2024,Africa,Red,Petrol,Automatic,2.9,136266,73307,7078,High
X1,2011,Europe,Black,Petrol,Manual,3.0,102950,111292,3572,Low
3 Series,2011,Africa,Black,Hybrid,Automatic,4.0,131151,74222,6999,Low
X3,2024,South America,White,Electric,Manual,2.0,27562,96357,5119,Low
